RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =        10360     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
   36   39     0     0  con    0  1.0D+00  1.3D+00  4.566D+01  2.210D+03
   37   40     0     0  con    0  1.0D+00  2.7D+00  4.892D+01  2.079D+03
   38   41     0     0  con    0  1.0D+00  1.1D+00  3.602D+01  2.001D+03
   39   42     0     0  con    0  1.0D+00  7.2D-01  2.171D+01  1.923D+03
   40   43     0     0  con    0  1.0D+00  1.0D+00  2.367D+01  1.853D+03
   41   44     0     0  con    0  1.0D+00  1.1D+00  2.422D+01  1.804D+03
   42   45     0     0  con    0  1.0D+00  1.4D+00  2.734D+01  1.756D+03
   43   46     0     0  con    0  1.0D+00  1.2D+00  2.883D+01  1.703D+03
   44   47     0     0  con    0  1.0D+00  7.6D-01  2.056D+01  1.660D+03
   45   48     0     0  con    0  1.0D+00  9.4D-01  2.084D+01  1.630D+03
   46   49     0     0  con    0  1.0D+00  1.0D+00  1.762D+01  1.597D+03
   47   50     0     0  con    0  1.0D+00  1.2D+00  1.711D+01  1.569D+03
   48   51     0     0  con    0  1.0D+00  5.4D-01  1.769D+01  1.545D+03
   49   52     0     0  con    0  1.0D+00  8.4D-01  2.144D+01  1.517D+03
   50   53     0     0  con    0  1.0D+00  5.9D-01  1.683D+01  1.497D+03
   51   54     0     0  con    0  1.0D+00  5.5D-01  1.607D+01  1.479D+03
   52   55     0     0  con    0  1.0D+00  1.1D+00  1.488D+01  1.445D+03
   53   56     0     0  con    0  1.0D+00  1.3D+00  2.326D+01  1.420D+03
   54   57     0     0  con    0  1.0D+00  3.6D-01  1.384D+01  1.396D+03
   55   58     0     0  con    0  1.0D+00  5.7D-01  1.473D+01  1.379D+03
   56   59     0     0  con    0  1.0D+00  7.0D-01  1.581D+01  1.363D+03
   57   60     0     0  con    0  1.0D+00  1.1D+00  1.261D+01  1.336D+03
   58   61     0     0  con    0  1.0D+00  1.2D+00  1.151D+01  1.314D+03
   59   62     0     0  con    0  1.0D+00  1.4D-01  1.034D+01  1.303D+03
   60   63     0     0  con    0  1.0D+00  2.8D-01  1.036D+01  1.291D+03
   61   64     0     0  con    0  1.0D+00  5.1D-01  1.244D+01  1.275D+03
   62   66     0     0  con    1  3.6D-01  5.1D-01  1.526D+01  1.267D+03
   63   67     0     0  con    0  1.0D+00  4.0D-01  1.324D+01  1.256D+03
   64   68     0     0  con    0  1.0D+00  4.4D-01  1.044D+01  1.247D+03
   65   69     0     0  con    0  1.0D+00  4.9D-01  1.543D+01  1.242D+03
   66   70     0     0  con    0  1.0D+00  1.5D-01  1.151D+01  1.231D+03
   67   71     0     0  con    0  1.0D+00  3.6D-01  9.601D+00  1.219D+03
   68   72     0     0  con    0  1.0D+00  4.8D-01  8.967D+00  1.210D+03
   69   73     0     0  con    0  1.0D+00  6.2D-01  9.706D+00  1.197D+03
   70   74     0     0  con    0  1.0D+00  1.0D+00  1.348D+01  1.185D+03
   71   75     0     0  con    0  1.0D+00  1.6D-01  9.852D+00  1.177D+03
   72   76     0     0  con    0  1.0D+00  2.3D-01  7.124D+00  1.170D+03
   73   77     0     0  con    0  1.0D+00  5.0D-01  9.094D+00  1.160D+03
   74   78     0     0  con    0  1.0D+00  9.0D-01  1.945D+01  1.151D+03
   75   79     0     0  con    0  1.0D+00  2.4D-01  1.487D+01  1.144D+03
   76   80     0     0  con    0  1.0D+00  1.0D-01  1.267D+01  1.140D+03
   77   81     0     0  con    0  1.0D+00  4.1D-01  1.259D+01  1.130D+03
   78   83     0     0  con    1  2.7D-01  3.9D-01  1.345D+01  1.125D+03
   79   84     0     0  con    0  1.0D+00  7.0D-01  1.249D+01  1.115D+03
   80   85     0     0  con    0  1.0D+00  2.4D-01  1.120D+01  1.109D+03
   81   86     0     0  con    0  1.0D+00  5.1D-01  1.000D+01  1.100D+03
   82   87     0     0  con    0  1.0D+00  5.4D-01  1.077D+01  1.089D+03
   83   89     0     0  con    1  4.7D-01  4.0D-01  1.050D+01  1.083D+03
   84   90     0     0  con    0  1.0D+00  3.0D-01  1.248D+01  1.075D+03
   85   91     0     0  con    0  1.0D+00  5.8D-01  1.043D+01  1.068D+03
   86   93     0     0  con    1  4.9D-01  3.1D-01  9.942D+00  1.063D+03
   87   94     0     0  con    0  1.0D+00  2.4D-01  8.722D+00  1.057D+03
   88   95     0     0  con    0  1.0D+00  3.2D-01  8.013D+00  1.051D+03
   89   96     0     0  con    0  1.0D+00  8.1D-01  6.164D+00  1.040D+03
   90   97     0     0  con    0  1.0D+00  7.5D-01  7.736D+00  1.034D+03
   91   98     0     0  con    0  1.0D+00  3.4D-01  8.702D+00  1.027D+03
   92   99     0     0  con    0  1.0D+00  1.9D-01  5.582D+00  1.022D+03
   93  100     0     0  con    0  1.0D+00  3.1D-01  5.000D+00  1.019D+03
   94  101     0     0  con    0  1.0D+00  1.5D-01  5.783D+00  1.016D+03

STOP: TOTAL NO. of f AND g EVALUATIONS EXCEEDS LIMIT        

 Total User time 1.662E+01 seconds.

